timestamp,open,high,low,close,volume,sma_fast,sma_slow,rsi,signal
2025-12-30 02:00:00,87308.23,87347.7,86986.82,87111.0,471.28819,,,,HOLD
2025-12-30 03:00:00,87110.99,87423.65,86845.66,87379.0,579.19187,,,,HOLD
2025-12-30 04:00:00,87378.99,87492.66,87294.67,87300.0,292.49013,,,,HOLD
2025-12-30 05:00:00,87300.01,87359.43,87157.07,87255.97,140.45208,,,,HOLD
2025-12-30 06:00:00,87255.98,87527.42,87241.91,87443.17,234.42509,,,,HOLD
2025-12-30 07:00:00,87443.17,87600.0,87369.98,87502.85,410.22407,,,,HOLD
2025-12-30 08:00:00,87502.85,88224.76,87502.84,87872.68,1026.69682,,,,HOLD
2025-12-30 09:00:00,87872.68,88046.37,87657.44,87992.7,436.16992,,,,HOLD
2025-12-30 10:00:00,87992.7,88179.38,87906.94,87949.51,416.39591,87534.09777777777,,,HOLD
2025-12-30 11:00:00,87949.52,88026.36,87735.09,87903.89,588.98774,87622.19666666667,,,HOLD
2025-12-30 12:00:00,87903.89,88090.79,87901.7,88023.54,497.15542,87693.81222222222,,,HOLD
2025-12-30 13:00:00,88023.53,88136.0,87918.6,88110.02,448.15717,87783.81444444443,,,HOLD
2025-12-30 14:00:00,88110.02,89010.12,87834.01,88875.83,1626.18161,87963.7988888889,,,HOLD
2025-12-30 15:00:00,88875.82,89159.52,88204.14,89016.35,1310.95153,88138.59666666666,,90.90436791282222,BEARISH
2025-12-30 16:00:00,89016.36,89400.0,88577.42,88742.63,1418.9593,88276.35,,81.34434732494486,BEARISH
2025-12-30 17:00:00,88742.63,88900.72,88129.91,88371.34,713.60336,88331.75666666665,,68.33564914044126,HOLD
2025-12-30 18:00:00,88371.34,88493.62,88132.59,88304.0,434.34765,88366.34555555556,,68.63137345140623,HOLD
2025-12-30 19:00:00,88304.01,88422.22,87960.2,88226.16,345.47514,88397.08444444445,,67.780836378698,HOLD
2025-12-30 20:00:00,88226.15,88226.15,87886.46,87947.15,439.95021,88401.89111111111,,58.93581560283676,HOLD
2025-12-30 21:00:00,87947.15,88330.13,87891.15,88287.27,253.18432,88431.19444444444,,62.650139980131755,HOLD
2025-12-30 22:00:00,88287.28,88470.0,88287.28,88430.19,280.86597,88466.7688888889,88002.15476190476,59.70078614108786,BULLISH
2025-12-30 23:00:00,88430.18,88573.65,88371.33,88485.49,270.66652,88423.39777777778,88067.60666666666,58.77222026409767,BULLISH
2025-12-31 00:00:00,88485.5,88485.5,88251.93,88255.54,243.9475,88338.86333333334,88109.34666666666,55.10804287664777,BULLISH
2025-12-31 01:00:00,88255.54,88784.0,88172.15,88649.33,355.7574,88328.49666666666,88173.60047619048,61.146799691363434,BULLISH
2025-12-31 02:00:00,88649.32,88742.0,88521.84,88673.6,258.23398,88362.08111111111,88241.10666666666,60.00597224445567,BULLISH
2025-12-31 03:00:00,88673.61,88819.8,88379.09,88453.04,274.04184,88378.64111111111,88289.19571428571,55.07059992194959,BULLISH
2025-12-31 04:00:00,88453.04,88549.5,88325.06,88325.06,158.17484,88389.62999999999,88328.34857142858,39.966334014668895,BULLISH
2025-12-31 05:00:00,88325.07,88526.06,88325.07,88463.09,296.57164,88446.95666666667,88356.46333333333,39.911820051638905,BULLISH
2025-12-31 06:00:00,88463.1,88561.69,88463.09,88512.92,212.68538,88472.02888888889,88381.2357142857,45.43905838624746,BULLISH
2025-12-31 07:00:00,88512.93,88638.76,88431.08,88613.12,304.98001,88492.35444444444,88412.8361904762,55.37972711980549,BULLISH
2025-12-31 08:00:00,88613.11,88733.33,88393.52,88434.65,277.76782,88486.70555555556,88438.11047619049,52.77003905405216,BULLISH
2025-12-31 09:00:00,88434.66,88715.27,88434.65,88660.1,315.83327,88531.65666666666,88468.42285714285,58.65843536003303,BULLISH
2025-12-31 10:00:00,88660.1,88897.99,88660.09,88847.26,482.82711,88553.64888888889,88503.52952380951,68.6433060069673,BULLISH
2025-12-31 11:00:00,88847.27,89046.6,88802.97,89011.52,598.23924,88591.19555555556,88509.99095238096,66.179512726915,BULLISH
2025-12-31 12:00:00,89011.51,89044.74,88677.32,88775.96,545.9639,88627.07555555555,88498.5438095238,57.41737850790064,BULLISH
2025-12-31 13:00:00,88775.96,89045.98,88741.54,88991.88,300.73941,88701.16666666667,88510.41285714286,60.16263752142328,BULLISH
2025-12-31 14:00:00,88991.88,89200.0,88278.35,88479.99,1133.76043,88703.04444444444,88515.58666666667,54.04652101955401,BULLISH
2025-12-31 15:00:00,88479.99,88487.68,87766.59,87953.97,1281.39241,88640.9388888889,88498.91857142857,38.034140969163076,BULLISH
2025-12-31 16:00:00,87953.97,88053.49,87400.41,87656.98,1249.28961,88534.70111111112,88471.81476190477,34.00695965163982,BULLISH
2025-12-31 17:00:00,87656.99,87741.99,87489.59,87620.82,629.77671,88444.27555555555,88456.27523809524,36.10149903805067,BEARISH
2025-12-31 18:00:00,87620.82,87980.0,87574.12,87684.07,434.88825,88335.82777777778,88427.55142857143,39.05857933421884,BEARISH
2025-12-31 19:00:00,87684.08,87870.02,87516.7,87541.85,622.18859,88190.78222222223,88385.24952380953,34.2972952703027,BEARISH
2025-12-31 20:00:00,87541.85,87712.13,87250.0,87662.01,770.32743,88040.83666666667,88346.0361904762,35.835683205102924,BEARISH
