timestamp,open,high,low,close,volume,sma_fast,sma_slow,rsi,signal
2025-12-30 02:00:00,2936.65,2939.72,2923.48,2928.08,6139.8033,,,,HOLD
2025-12-30 03:00:00,2928.08,2956.0,2919.44,2951.91,14932.6453,,,,HOLD
2025-12-30 04:00:00,2951.92,2959.0,2945.75,2946.19,11759.2978,,,,HOLD
2025-12-30 05:00:00,2946.19,2948.44,2937.39,2941.74,5485.9364,,,,HOLD
2025-12-30 06:00:00,2941.74,2951.61,2940.5,2945.84,4456.8462,,,,HOLD
2025-12-30 07:00:00,2945.84,2955.78,2945.47,2950.79,4812.233,,,,HOLD
2025-12-30 08:00:00,2950.79,3003.66,2950.2,2977.6,31575.8493,,,,HOLD
2025-12-30 09:00:00,2977.61,2988.53,2971.15,2985.45,10060.0404,,,,HOLD
2025-12-30 10:00:00,2985.45,2988.57,2973.35,2977.19,9773.5289,2956.087777777778,,,HOLD
2025-12-30 11:00:00,2977.2,2984.36,2973.58,2978.88,7643.9378,2961.732222222222,,,HOLD
2025-12-30 12:00:00,2978.88,2986.0,2976.57,2980.88,7248.6461,2964.9511111111115,,,HOLD
2025-12-30 13:00:00,2980.89,2991.84,2978.85,2986.69,12712.8013,2969.451111111111,,,HOLD
2025-12-30 14:00:00,2986.69,3009.8,2958.88,2996.22,46773.5786,2975.5044444444447,,,HOLD
2025-12-30 15:00:00,2996.21,3002.48,2970.01,2989.77,27007.7472,2980.3855555555556,,77.67608793180815,BEARISH
2025-12-30 16:00:00,2989.78,2995.28,2974.5,2982.76,14503.6063,2983.937777777778,,73.07952051325371,BEARISH
2025-12-30 17:00:00,2982.76,2987.0,2965.92,2976.82,11896.0894,2983.8511111111115,,62.384408869444414,HOLD
2025-12-30 18:00:00,2976.82,2979.0,2960.28,2971.63,10561.5337,2982.3155555555554,,62.71491403438634,HOLD
2025-12-30 19:00:00,2971.63,2974.6,2944.76,2971.56,17784.429,2981.69,,65.58645201756238,HOLD
2025-12-30 20:00:00,2971.56,2973.89,2956.49,2958.84,6004.6181,2979.4633333333336,,56.233218258534784,HOLD
2025-12-30 21:00:00,2958.84,2969.44,2954.28,2968.63,5039.141,2978.1022222222223,,58.1744868035192,HOLD
2025-12-30 22:00:00,2968.69,2972.11,2965.55,2969.54,6111.9285,2976.196666666667,2968.4290476190477,45.15741408315305,BULLISH
2025-12-30 23:00:00,2969.53,2975.96,2967.59,2973.69,5294.9426,2973.6933333333336,2970.600952380952,42.60563380281697,BULLISH
2025-12-31 00:00:00,2973.69,2973.69,2962.49,2966.4,4597.2409,2971.096666666667,2971.2909523809526,43.13176320814764,BEARISH
2025-12-31 01:00:00,2966.4,2984.86,2961.89,2980.13,6775.6955,2970.804444444444,2972.907142857143,50.68992162490341,BEARISH
2025-12-31 02:00:00,2980.13,2983.6,2974.41,2981.5,4156.1248,2971.3244444444445,2974.8004761904763,50.34459759893281,BEARISH
2025-12-31 03:00:00,2981.5,2984.0,2966.15,2970.69,4792.7895,2971.2200000000003,2975.983809523809,41.575400168491925,BEARISH
2025-12-31 04:00:00,2970.68,2975.29,2968.92,2969.45,4353.9282,2970.9855555555555,2976.872380952381,34.5563632167993,BEARISH
2025-12-31 05:00:00,2969.45,2980.0,2969.45,2975.21,4799.2423,2972.8044444444445,2976.7585714285715,41.532914631309644,BEARISH
2025-12-31 06:00:00,2975.21,2978.76,2974.68,2975.63,3810.2813,2973.582222222222,2976.2909523809526,45.509510013855596,BEARISH
2025-12-31 07:00:00,2975.64,2977.36,2970.15,2976.98,4705.7492,2974.408888888889,2976.2809523809524,50.10695187165765,BEARISH
2025-12-31 08:00:00,2976.97,2980.01,2963.91,2969.4,10400.8221,2973.932222222222,2975.8295238095243,48.55551237206891,BEARISH
2025-12-31 09:00:00,2969.39,2977.95,2969.17,2976.89,6013.8396,2975.0977777777775,2975.639523809524,53.14974589292043,BEARISH
2025-12-31 10:00:00,2976.88,2983.01,2975.55,2981.34,6350.3508,2975.2322222222224,2975.384761904762,64.7367042179722,BEARISH
2025-12-31 11:00:00,2981.34,3003.64,2980.2,3002.2,31395.4793,2977.532222222222,2975.6695238095235,69.20260839720842,BULLISH
2025-12-31 12:00:00,3002.2,3003.1,2984.34,2987.25,15688.9092,2979.3722222222223,2975.5495238095236,58.728437654016794,BULLISH
2025-12-31 13:00:00,2987.25,3000.06,2986.44,2997.16,7657.2697,2982.4511111111115,2976.2352380952384,60.94580729409565,BULLISH
2025-12-31 14:00:00,2997.17,3028.08,2981.44,2993.75,32704.6551,2984.511111111111,2977.0414285714287,63.23429788057682,BULLISH
2025-12-31 15:00:00,2993.74,2994.23,2968.0,2985.76,21315.0984,2985.636666666667,2977.714285714286,52.88451685623535,BULLISH
2025-12-31 16:00:00,2985.76,2997.4,2958.91,2976.03,19994.2587,2985.531111111111,2977.927142857143,47.41859367626247,BULLISH
2025-12-31 17:00:00,2976.03,2980.42,2968.0,2975.77,7371.8618,2986.238888888889,2978.7333333333336,52.66247379454924,BULLISH
2025-12-31 18:00:00,2975.77,2985.69,2971.42,2974.33,6565.3999,2985.9544444444446,2979.004761904762,52.5523012552302,BULLISH
2025-12-31 19:00:00,2974.32,2981.44,2970.27,2971.15,4903.9952,2984.8222222222225,2979.0814285714287,47.817673618576656,BULLISH
2025-12-31 20:00:00,2971.16,2979.89,2963.43,2975.67,12799.9571,2981.874444444444,2979.1757142857145,50.02059308072485,BULLISH
2025-12-31 21:00:00,2975.67,2984.86,2973.84,2982.25,4307.8441,2981.318888888889,2979.9304761904764,52.57449926722035,BULLISH
2025-12-31 22:00:00,2982.25,2984.24,2974.42,2977.14,4052.9451,2979.0944444444444,2979.788095238095,53.87464957949531,BEARISH
2025-12-31 23:00:00,2977.14,2977.14,2970.19,2971.64,4215.8509,2976.637777777778,2979.318571428571,47.31841863315965,BEARISH
